playerID,year,tmID,GP,oRebounds,dRebounds,dq,PostPoints,ft%,fg%,three%,gs%,efg%,ts%,ppg,rpg,apg,spg,bpg,eff,pp36,defensive_prowess,defensive_discipline,mpg,pos,college,stats_post,W%,postW%,playoff,confID,playoff_progression,height,weight,award_count,career_year,playoff_progression_rolling,eff_rolling,award_count_rolling,defensive_prowess_rolling,stats_post_rolling,PostPoints_rolling,W%_rolling,postW%_rolling,rpg_rolling,apg_rolling
251,4,566,34.0,0.53,2.32,0.0,1.67,0.72,0.34,0.31,0.44,0.7,0.76,4.82,2.85,1.29,0.65,0.09,-167.3,8.64,30.6,5.58,19.76,1,653,-0.11,0.5,0.33,1.0,702,1.0,69.0,147,0.0,4,1.0,-257.90333333333336,0.0,49.29999999999999,-0.2766666666666666,8.61,0.51,0.2766666666666666,5.103333333333333,1.9066666666666665
79,4,558,32.0,1.12,2.0,0.0,3.67,0.67,0.38,0.0,0.12,0.76,0.92,5.38,3.12,1.75,0.69,0.03,-159.03,9.72,27.200000000000003,6.94,20.25,5,620,-0.04,0.59,0.33,1.0,701,1.0,69.0,162,0.0,4,0.0,-181.83333333333331,0.0,26.7,0.0,0.0,0.3183333333333333,0.0,2.5166666666666666,2.6933333333333334
475,4,558,28.0,1.39,4.5,0.0,15.0,0.78,0.41,0.34,1.0,0.92,1.0,16.86,5.89,1.68,0.64,0.82,-316.11,17.28,59.6,9.58,34.79,2,623,-0.2,0.59,0.33,1.0,701,1.0,74.0,178,0.0,4,2.0,-339.7066666666667,0.3333333333333333,70.56666666666666,-0.08,13.833333333333334,0.7266666666666666,0.4433333333333333,7.636666666666667,1.856666666666667
77,4,561,34.0,0.5,1.56,0.0,6.67,0.76,0.4,0.41,1.0,1.0,1.04,7.85,2.06,1.26,0.62,0.15,-185.06,13.32,23.2,5.0,21.29,1,615,-0.45,0.5700000000000001,0.25,1.0,701,2.0,68.0,152,1.0,4,0.6666666666666666,-125.76333333333332,0.0,27.5,-0.1566666666666666,1.8666666666666665,0.41,0.0999999999999999,1.9266666666666667,1.54
430,4,565,27.0,0.85,1.37,0.0,1.0,0.67,0.32,0.28,0.33,0.72,0.84,3.52,2.22,0.67,0.37,0.07,-96.15,7.56,18.1,5.78,16.41,2,595,0.57,0.53,0.0,1.0,702,1.0,70.0,145,0.0,4,1.3333333333333333,-156.68,0.0,35.03333333333333,-0.3433333333333333,3.96,0.4566666666666667,0.1666666666666666,3.56,1.72
274,4,566,34.0,0.56,2.06,0.0,7.0,0.72,0.37,0.31,0.03,0.86,0.9,7.59,2.62,0.94,0.41,0.12,-225.32,16.560000000000002,25.9,7.94,16.47,1,621,-0.07,0.5,0.33,1.0,702,1.0,68.0,143,0.0,4,0.0,-247.03666666666663,0.3333333333333333,59.7,0.0,0.0,0.5449999999999999,0.0,5.493333333333333,3.0066666666666664
76,4,568,5.0,2.4,1.8,0.0,0.0,0.73,0.4,0.0,0.0,0.8,0.94,5.6,4.2,0.4,0.0,0.4,-9.4,14.04,22.0,5.6,14.4,5,580,0.0,0.71,0.56,1.0,701,3.0,71.0,206,0.0,4,3.0,-105.78,0.0,41.13333333333333,-0.33,4.476666666666667,0.7733333333333334,0.62,4.983333333333333,0.6900000000000001
275,4,568,23.0,3.3,6.74,0.13,20.78,0.62,0.44,0.32,1.0,0.92,0.98,18.43,10.04,2.0,1.35,2.74,-289.44,19.44,108.3,13.74,34.43,3,623,-1.24,0.71,0.56,1.0,701,3.0,77.0,170,0.0,4,3.333333333333333,-346.75,1.6666666666666667,109.73333333333332,-0.4599999999999999,20.12333333333333,0.8466666666666667,0.7866666666666666,9.853333333333332,2.303333333333333
73,4,563,27.0,1.0,1.26,0.0,0.0,0.7,0.47,0.0,0.07,0.94,1.02,3.3,2.26,0.19,0.19,0.19,-66.87,11.88,16.299999999999997,6.14,10.0,3,621,0.0,0.53,0.0,0.0,701,0.0,75.0,218,0.0,4,0.0,-88.69333333333334,0.0,27.6,0.0,0.0,0.3833333333333333,0.0,3.4599999999999995,0.2966666666666667
288,4,568,32.0,1.06,3.34,0.09,14.33,0.87,0.41,0.26,0.94,0.88,1.0,13.78,4.41,2.56,0.94,0.56,-296.75,15.12,48.4,11.18,32.56,5,582,-1.26,0.71,0.56,1.0,701,3.0,71.0,165,0.0,4,3.333333333333333,-250.18333333333337,0.0,59.63333333333333,-0.5866666666666667,13.723333333333334,0.8466666666666667,0.7866666666666666,5.15,3.016666666666667
516,4,562,33.0,1.15,2.55,0.03,0.0,0.66,0.45,0.33,0.88,0.92,0.98,8.21,3.7,0.76,1.06,0.67,-200.6,11.88,42.7,9.52,24.94,2,662,0.0,0.47,0.0,0.0,702,0.0,74.0,190,0.0,4,2.6666666666666665,-203.95333333333332,0.0,38.333333333333336,-0.84,11.563333333333333,0.6133333333333334,0.5233333333333333,3.573333333333333,0.6433333333333333
445,4,565,34.0,0.41,1.29,0.0,9.0,0.84,0.42,0.39,1.0,0.96,1.08,7.91,1.71,5.12,1.44,0.12,-199.7,9.0,28.5,9.06,31.94,1,679,0.03,0.53,0.0,1.0,702,1.0,66.0,134,0.0,4,1.3333333333333333,-245.2733333333333,0.0,31.566666666666663,-0.3166666666666666,6.75,0.4566666666666667,0.1666666666666666,2.126666666666667,5.55
501,4,561,34.0,1.79,2.59,0.0,9.83,0.58,0.46,0.13,0.62,0.92,1.0,9.03,4.38,1.38,0.74,0.68,-243.79,14.76,40.0,9.64,21.76,2,679,-0.95,0.5700000000000001,0.25,1.0,701,2.0,75.0,168,0.0,4,0.0,-153.31666666666666,0.0,29.3,0.0,0.0,0.3833333333333333,0.0,3.1,0.92
214,4,570,34.0,0.35,1.32,0.0,8.12,0.76,0.46,0.4,0.06,1.14,1.2,9.18,1.68,1.85,1.06,0.09,-185.14,16.2,24.700000000000003,5.0,20.41,1,597,-1.17,0.74,0.75,1.0,702,4.0,68.0,129,0.0,4,1.0,-236.3633333333333,0.0,31.366666666666664,-0.0066666666666666,7.766666666666667,0.5666666666666667,0.0999999999999999,2.4466666666666668,2.22
453,4,565,34.0,0.82,3.29,0.0,18.0,0.76,0.46,0.31,1.0,0.98,1.06,11.09,4.12,2.85,1.41,0.15,-248.38,13.68,48.5,8.52,29.41,1,625,0.28,0.53,0.0,1.0,702,1.0,70.0,158,0.0,4,1.3333333333333333,-281.40000000000003,0.0,54.66666666666666,-0.2533333333333333,9.0,0.4566666666666667,0.1666666666666666,4.6866666666666665,3.123333333333333
134,4,563,34.0,1.59,2.32,0.0,0.0,0.62,0.46,0.0,0.18,0.92,0.98,4.62,3.91,0.47,0.29,0.26,-115.45,9.72,28.8,5.06,16.97,3,632,0.0,0.53,0.0,0.0,701,0.0,76.0,164,0.0,4,0.3333333333333333,-144.9,0.0,38.23333333333333,-0.1399999999999999,0.6666666666666666,0.3433333333333333,0.0,4.336666666666667,0.7200000000000001
138,4,565,29.0,2.14,2.17,0.0,7.5,0.81,0.44,0.42,0.69,1.02,1.14,8.69,4.31,0.55,1.0,0.07,-147.38,14.76,32.400000000000006,7.18,21.14,4,620,0.24,0.53,0.0,1.0,702,1.0,73.0,185,0.0,4,1.3333333333333333,-72.34,0.0,23.066666666666663,-0.3166666666666666,1.4166666666666667,0.4566666666666667,0.1666666666666666,3.1766666666666663,0.6733333333333333
142,4,570,34.0,0.85,1.56,0.0,3.88,0.65,0.43,0.0,0.0,0.86,1.0,3.74,2.41,0.68,0.29,0.12,-111.76,8.64,19.7,6.06,15.35,4,622,-0.92,0.74,0.75,1.0,702,4.0,75.0,200,0.0,4,0.0,-80.89999999999999,0.0,23.03333333333333,0.0,0.0,0.3183333333333333,0.0,2.9166666666666665,0.3866666666666667
473,4,570,30.0,0.98,1.89,0.0,0.0,0.98,0.64,0.47,0.05,1.46,1.58,3.78,2.87,0.98,1.4,0.51,-61.46,15.48,38.0,5.42,17.29,2,663,-0.08,0.98,0.75,1.0,702,4.0,70.0,154,0.0,4,0.0,-143.96666666666667,0.0,35.4,0.0,0.0,0.3833333333333333,0.0,3.023333333333333,2.1766666666666667
143,4,565,34.0,1.09,2.24,0.0,10.5,0.85,0.38,0.35,1.0,0.94,1.02,12.41,3.32,2.15,1.53,0.26,-300.33,14.04,40.3,8.64,32.24,2,641,0.02,0.53,0.0,1.0,702,1.0,71.0,168,0.0,4,2.0,-203.77666666666667,0.0,35.7,-0.4666666666666666,6.416666666666667,0.6666666666666666,0.3333333333333333,3.71,1.46
148,4,558,34.0,0.32,2.06,0.0,5.67,0.86,0.42,0.38,0.88,1.04,1.12,4.38,2.38,2.41,0.76,0.03,-124.04,5.76,28.5,5.42,28.0,1,633,0.01,0.59,0.33,1.0,701,1.0,69.0,142,0.0,4,2.0,-155.32333333333335,0.0,30.73333333333333,-0.2633333333333333,4.763333333333333,0.7533333333333333,0.4533333333333333,2.473333333333333,3.753333333333333
161,4,561,24.0,0.38,0.58,0.0,2.0,0.5,0.36,0.5,0.17,0.74,0.76,1.5,0.96,0.5,0.08,0.12,-37.84,8.64,7.9,2.16,6.25,2,597,0.0,0.5700000000000001,0.25,1.0,701,2.0,75.0,170,0.0,4,1.3333333333333333,-93.39,0.0,18.466666666666665,-0.49,1.0433333333333332,0.64,0.2666666666666666,1.92,0.52
125,4,568,30.0,1.37,2.83,0.0,12.22,0.88,0.44,0.21,1.0,0.9,1.02,13.73,4.2,2.97,1.17,0.33,-262.6,14.4,43.3,10.14,34.73,1,593,-1.02,0.71,0.56,1.0,701,3.0,69.0,148,0.0,4,3.333333333333333,-246.21666666666667,0.0,35.833333333333336,-0.3799999999999999,12.506666666666666,0.8466666666666667,0.7866666666666666,3.1300000000000003,3.6666666666666665
172,4,558,26.0,0.15,0.46,0.0,2.0,0.0,0.33,0.42,0.0,0.9,0.9,1.46,0.62,0.31,0.04,0.19,-34.379999999999995,6.48,6.9,1.76,8.04,5,619,-0.06,0.59,0.33,1.0,701,1.0,70.0,136,0.0,4,2.0,-43.45666666666667,0.0,9.833333333333334,-0.02,2.833333333333333,0.7266666666666666,0.4433333333333333,0.8133333333333334,0.3533333333333333
173,4,568,33.0,0.55,1.12,0.03,0.0,0.76,0.41,0.27,0.3,0.9,0.96,3.12,1.67,0.64,0.48,0.09,-65.0,9.36,17.0,4.48,12.03,4,648,-1.22,0.71,0.56,1.0,701,3.0,75.0,180,0.0,4,0.3333333333333333,-274.88666666666666,0.3333333333333333,43.66666666666666,0.02,4.333333333333333,0.4816666666666666,0.0,3.86,1.26
66,4,565,34.0,1.0,1.44,0.03,3.5,0.83,0.46,0.0,0.15,0.92,1.0,3.68,2.44,0.47,0.85,0.29,-94.27,9.36,25.9,7.24,14.21,2,616,0.15,0.53,0.0,1.0,702,1.0,74.0,175,0.0,4,1.0,-128.28666666666666,0.0,37.6,0.0166666666666666,6.276666666666666,0.51,0.2766666666666666,3.736666666666667,1.22
178,4,564,33.0,2.24,3.36,0.06,0.0,0.79,0.39,0.22,0.97,0.82,0.92,11.24,5.61,2.15,0.73,0.18,-302.09000000000003,13.68,42.7,10.96,29.36,2,587,0.0,0.385,0.0,0.0,701,0.0,72.0,165,0.0,4,0.3333333333333333,-307.11999999999995,0.0,44.6,-0.2266666666666666,9.966666666666669,0.5800000000000001,0.1333333333333333,5.583333333333333,2.18
185,4,561,34.0,2.71,4.59,0.09,17.17,0.77,0.48,0.0,1.0,0.96,1.12,13.79,7.29,1.35,1.68,1.15,-263.74,16.560000000000002,74.1,11.76,29.85,4,652,-0.2,0.5700000000000001,0.25,1.0,701,2.0,75.0,188,0.0,4,1.0,-224.23666666666668,0.0,86.56666666666666,-0.04,11.9,0.5666666666666667,0.0999999999999999,10.07,1.4266666666666667
186,4,561,34.0,0.44,0.91,0.0,2.5,0.81,0.4,0.0,0.26,0.8,0.9,3.26,1.35,0.85,0.5,0.15,-86.89,8.64,15.6,2.82,13.82,5,597,-0.2,0.5700000000000001,0.25,1.0,701,2.0,70.0,160,0.0,4,1.0,-107.71,0.0,20.33333333333333,-0.1733333333333333,1.1,0.5666666666666667,0.0999999999999999,2.36,0.96
497,4,563,28.0,1.96,3.14,0.14,0.0,0.81,0.47,0.0,0.96,0.94,1.1,10.14,5.11,1.11,0.71,0.75,-166.18,14.4,46.1,11.0,25.32,4,582,0.0,0.53,0.0,0.0,701,0.0,76.0,190,0.0,4,0.3333333333333333,-148.65333333333334,0.0,39.16666666666666,0.0999999999999999,4.166666666666667,0.3433333333333333,0.0,4.056666666666667,1.0733333333333333
192,4,562,11.0,0.09,1.82,0.0,0.0,0.95,0.57,0.47,0.18,1.42,1.54,14.73,1.91,1.64,0.91,0.09,-46.72,22.68,28.2,7.28,23.36,1,635,0.0,0.47,0.0,0.0,702,0.0,66.0,136,0.0,4,2.6666666666666665,-170.47333333333333,0.0,22.899999999999995,-0.7266666666666667,7.27,0.6133333333333334,0.5233333333333333,1.913333333333333,1.6966666666666663
197,4,573,33.0,1.27,2.3,0.0,0.0,0.69,0.41,0.0,1.0,0.82,0.9,5.55,3.58,1.09,0.88,0.18,-143.72,7.92,33.6,5.58,25.39,2,588,0.0,0.24,0.0,0.0,701,0.0,73.0,164,0.0,4,0.3333333333333333,-138.01666666666665,0.0,39.36666666666667,0.18,4.333333333333333,0.4816666666666666,0.0,4.06,1.3433333333333335
204,4,569,24.0,0.09,1.0,0.0,0.0,0.25,0.26,0.0,0.04,0.52,0.52,1.04,1.09,1.26,1.61,0.0,-46.0,2.88,26.1,3.56,17.61,1,595,0.0,0.73,0.0,0.0,702,0.0,67.0,143,0.0,4,0.6666666666666666,-127.91333333333334,0.0,48.13333333333333,-0.1399999999999999,0.0,0.5933333333333334,0.11,3.56,3.16
114,4,573,3.0,0.33,0.33,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4,0.67,0.67,1.0,0.0,0.33,-4.33,2.5200000000000005,6.7,3.34,9.33,1,622,0.0,0.24,0.0,0.0,701,0.0,66.0,147,0.0,4,1.0,-74.14999999999999,0.0,10.9,-0.2866666666666667,0.6666666666666666,0.6266666666666666,0.2766666666666666,1.3099999999999998,1.09
207,4,556,27.0,0.85,0.93,0.0,2.5,0.96,0.46,0.0,0.0,0.92,1.08,3.63,1.78,0.22,0.41,0.33,-63.63,14.04,16.7,5.4,9.37,4,619,0.15,0.53,0.5,1.0,702,2.0,76.0,188,0.0,4,0.3333333333333333,-113.78666666666668,0.0,21.866666666666664,0.0,0.0,0.47,0.11,2.39,0.5266666666666667
105,4,564,33.0,1.18,2.0,0.03,0.0,0.68,0.38,0.0,0.24,0.76,0.82,3.48,3.18,0.58,0.55,0.58,-118.63,7.2,31.200000000000003,7.04,17.09,4,590,0.0,0.385,0.0,0.0,701,0.0,77.0,187,0.0,4,0.0,-231.9433333333333,0.0,52.86666666666667,0.0,0.0,0.3833333333333333,0.0,5.5,1.42
213,4,559,27.0,2.67,8.22,0.0,0.0,0.9,0.42,0.17,1.0,0.86,1.02,20.52,10.89,3.3,1.26,0.56,-326.47,20.88,100.4,10.82,35.11,2,588,0.0,0.26,0.0,0.0,702,0.0,74.0,172,0.0,4,0.3333333333333333,-323.8566666666666,0.0,87.63333333333333,-0.1533333333333333,11.266666666666666,0.425,0.1999999999999999,9.31,2.3433333333333333
492,4,555,31.0,1.03,2.42,0.06,3.0,0.67,0.43,0.0,0.03,0.86,0.94,5.65,3.45,0.55,0.32,0.65,-154.38,11.88,33.9,9.22,17.03,3,598,-0.36,0.53,0.33,1.0,701,1.0,78.0,187,0.0,4,0.0,-60.123333333333335,0.0,16.03333333333333,0.0,0.0,0.3349999999999999,0.0,1.9866666666666664,0.4566666666666667
408,4,555,34.0,1.35,2.82,0.0,8.67,0.7,0.38,0.33,0.82,0.84,0.92,11.0,4.18,2.59,1.12,0.18,-281.93,14.04,41.2,6.94,28.03,5,585,-0.16,0.53,0.33,1.0,701,1.0,72.0,160,0.0,4,0.3333333333333333,-323.14000000000004,0.0,48.9,-0.0833333333333333,3.4433333333333334,0.5,0.11,4.46,2.49
355,4,568,11.0,1.0,0.73,0.09,1.6,0.75,0.44,0.35,0.27,1.06,1.08,3.73,1.73,0.45,0.27,0.0,-18.82,8.64,10.0,4.72,15.27,2,595,0.17,0.71,0.56,1.0,701,3.0,73.0,166,0.0,4,0.0,-92.78666666666668,0.0,18.9,0.0,0.0,0.3733333333333333,0.0,2.4066666666666667,0.5233333333333333
401,4,562,33.0,0.39,1.73,0.0,0.0,0.84,0.44,0.37,1.0,1.06,1.12,11.97,2.12,1.91,1.21,0.39,-217.4,13.32,33.3,8.3,32.67,5,684,0.0,0.47,0.0,0.0,702,0.0,71.0,155,0.0,4,2.6666666666666665,-172.05333333333337,0.0,34.166666666666664,-0.5966666666666667,8.816666666666668,0.6133333333333334,0.5233333333333333,2.76,2.3000000000000003
29,4,563,16.0,1.62,2.44,0.06,0.0,0.57,0.38,0.39,1.0,0.9,0.94,5.5,4.06,1.44,0.69,0.44,-66.87,7.92,35.6,6.76,24.75,2,601,0.0,0.53,0.0,0.0,701,0.0,71.0,165,0.0,4,1.3333333333333333,-35.053333333333335,0.0,13.666666666666666,0.0466666666666666,1.8333333333333333,0.5833333333333334,0.2766666666666666,1.55,0.6266666666666667
393,4,569,33.0,1.33,2.15,0.0,0.0,0.79,0.47,0.47,0.76,0.98,1.04,6.85,3.48,1.94,0.73,0.45,-148.55,10.080000000000002,33.3,6.84,24.67,2,612,0.0,0.47,0.0,0.0,702,0.0,76.0,174,0.0,4,0.3333333333333333,-85.52333333333333,0.0,40.03333333333333,-0.2333333333333333,0.11,0.6866666666666666,0.11,4.25,1.3233333333333337
366,4,556,32.0,0.91,2.41,0.0,7.25,0.82,0.39,0.22,0.03,0.86,0.94,4.66,3.31,0.5,0.34,0.09,-120.1,12.24,28.4,6.06,13.53,2,679,-0.05,0.53,0.5,1.0,702,2.0,74.0,165,0.0,4,0.0,-225.85,0.0,79.16666666666667,0.0,0.0,0.485,0.0,8.549999999999999,1.61
397,4,573,2.0,0.5,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.66,0.66,1.0,0.5,0.5,1.0,0.0,0.0,6.12,10.0,5.0,6.0,2,590,0.0,0.24,0.0,0.0,701,0.0,71.0,150,0.0,4,0.3333333333333333,-110.28000000000002,0.0,25.866666666666664,-0.1899999999999999,0.4433333333333333,0.4283333333333333,0.11,2.806666666666666,0.7333333333333334
46,4,556,34.0,0.47,1.03,0.0,2.0,0.67,0.35,0.33,0.0,0.72,0.76,1.62,1.5,1.35,0.59,0.06,-59.88,5.4,16.8,3.0,10.97,1,606,-0.34,0.53,0.5,1.0,702,2.0,63.0,124,0.0,4,0.3333333333333333,-142.51666666666668,0.3333333333333333,45.93333333333333,0.0366666666666666,1.5566666666666666,0.5,0.11,3.553333333333333,3.7266666666666666
15,4,558,34.0,0.71,3.29,0.0,12.33,0.84,0.47,0.24,1.0,0.96,1.06,11.47,4.0,1.97,1.21,0.03,-219.32,12.24,45.3,6.7,33.41,1,589,-0.05,0.59,0.33,1.0,701,1.0,71.0,147,0.0,4,2.0,-256.7333333333333,0.3333333333333333,43.66666666666666,-0.1533333333333333,11.943333333333332,0.7266666666666666,0.4433333333333333,3.97,2.5033333333333334
399,4,566,33.0,0.12,1.15,0.0,4.0,0.56,0.28,0.2,0.0,0.7,0.74,1.79,1.27,1.97,0.42,0.0,-88.55,3.96,15.8,3.46,15.91,1,575,0.42,0.5,0.33,1.0,702,1.0,66.0,146,0.0,4,1.6666666666666667,-94.73,0.0,22.3,-0.08,0.6666666666666666,0.6133333333333333,0.4433333333333333,1.5833333333333333,2.08
372,4,561,34.0,0.85,2.65,0.03,4.17,0.58,0.3,0.25,1.0,0.68,0.76,5.38,3.5,6.74,1.79,0.03,-238.56,6.12,44.7,9.24,32.03,1,587,-0.3,0.5700000000000001,0.25,1.0,701,2.0,71.0,145,0.0,4,1.0,-175.57000000000002,0.0,57.8,-0.0999999999999999,4.733333333333333,0.5666666666666667,0.0999999999999999,3.6533333333333338,7.783333333333334
320,4,566,34.0,2.41,3.91,0.0,16.67,0.7,0.48,0.27,1.0,0.96,1.08,13.06,6.32,1.53,0.82,0.65,-271.62,15.12,53.8,10.3,31.21,4,625,-0.14,0.5,0.33,1.0,702,1.0,75.0,185,0.0,4,1.0,-222.3166666666667,0.0,47.70000000000001,-0.0366666666666666,5.609999999999999,0.51,0.2766666666666666,5.713333333333334,1.846666666666667
529,4,569,34.0,3.21,4.29,0.06,0.0,0.71,0.48,0.0,1.0,0.96,1.06,13.44,7.5,1.35,1.26,0.62,-275.83,15.48,61.8,12.24,31.0,4,608,0.0,0.47,0.0,0.0,702,0.0,74.0,210,0.0,4,0.3333333333333333,-259.3533333333333,0.0,78.13333333333333,0.0566666666666666,8.166666666666666,0.5800000000000001,0.1333333333333333,9.92,1.586666666666667
52,4,561,33.0,0.45,1.27,0.0,2.5,0.77,0.31,0.19,0.0,0.74,0.8,4.52,1.73,1.06,1.0,0.06,-138.63,10.44,23.3,4.42,15.79,1,610,-1.14,0.5700000000000001,0.25,1.0,701,2.0,69.0,150,0.0,4,1.0,-231.91,0.0,32.300000000000004,-0.1099999999999999,10.166666666666666,0.5666666666666667,0.0999999999999999,3.2,1.6333333333333335
314,4,569,34.0,0.53,0.97,0.03,0.0,0.83,0.38,0.22,0.94,0.8,0.88,3.85,1.5,1.44,1.09,0.06,-126.06,6.48,21.200000000000003,6.52,21.59,1,588,0.0,0.47,0.0,0.0,702,0.0,71.0,158,0.0,4,0.6666666666666666,-284.92333333333335,0.0,25.3,-0.04,5.166666666666667,0.415,0.11,2.1766666666666663,2.106666666666667
406,4,556,34.0,0.79,3.47,0.09,11.75,0.81,0.41,0.39,1.0,0.92,1.04,16.12,4.26,2.71,1.35,0.38,-350.18,18.0,52.1,10.58,32.53,5,575,-0.32,0.53,0.5,1.0,702,2.0,72.0,184,0.0,4,0.3333333333333333,-282.6366666666667,0.0,51.76666666666666,-0.0433333333333333,3.6666666666666665,0.47,0.11,4.489999999999999,1.95
523,4,573,34.0,2.0,5.41,0.03,0.0,0.61,0.4,0.0,0.97,0.8,0.86,9.82,7.41,0.91,1.68,0.56,-295.62,12.24,76.5,9.88,28.97,4,623,0.0,0.24,0.0,0.0,701,0.0,77.0,170,0.0,4,0.3333333333333333,-115.58333333333331,0.0,41.86666666666667,0.0566666666666666,0.8333333333333334,0.4816666666666666,0.0,4.14,0.7000000000000001
345,4,570,11.0,0.45,0.82,0.0,0.5,0.0,0.48,0.0,0.18,0.96,0.92,1.82,1.27,0.09,0.27,0.09,-18.46,10.44,11.8,2.18,6.36,4,677,0.0,0.74,0.75,1.0,702,4.0,75.0,182,0.0,4,0.0,-232.90666666666667,0.0,49.46666666666667,0.0,0.0,0.3183333333333333,0.0,5.413333333333333,1.3333333333333333
