playerID,year,tmID,GP,oRebounds,dRebounds,dq,PostPoints,ft%,fg%,three%,gs%,efg%,ts%,ppg,rpg,apg,spg,bpg,eff,pp36,defensive_prowess,defensive_discipline,mpg,pos,college,stats_post,W%,postW%,playoff,confID,playoff_progression,height,weight,award_count,career_year,playoff_progression_rolling,eff_rolling,award_count_rolling,defensive_prowess_rolling,stats_post_rolling,PostPoints_rolling,W%_rolling,postW%_rolling,rpg_rolling,apg_rolling
475,5,558,26.0,1.69,4.35,0.0,0.0,0.79,0.4,0.41,1.0,0.9,1.02,20.0,6.04,1.85,0.85,0.88,-339.38,19.8,60.8,10.62,36.27,2,623,0.0,0.38,0.0,0.0,701,0.0,74.0,178,0.0,5,1.0,-347.84,0.0,64.5,-0.0133333333333333,14.61,0.6433333333333334,0.22,7.046666666666667,1.9166666666666667
77,5,561,22.0,0.14,0.73,0.0,4.33,0.0,0.38,0.41,1.0,0.98,0.96,3.36,0.86,0.73,0.23,0.09,-58.73,7.92,10.5,3.54,15.09,1,615,-0.46,0.53,0.5,1.0,701,2.0,68.0,152,0.0,5,1.3333333333333333,-131.36666666666667,0.3333333333333333,25.03333333333333,-0.3066666666666666,4.09,0.5366666666666667,0.1833333333333333,1.906666666666667,1.1900000000000002
462,6,558,33.0,0.82,2.79,0.0,18.4,0.85,0.45,0.36,1.0,0.94,1.08,18.61,3.61,4.27,2.0,0.79,-338.72,18.0,55.8,7.64,37.12,5,613,-0.78,0.56,0.4,1.0,701,2.0,72.0,145,2.0,5,0.6666666666666666,-328.52666666666664,1.0,67.03333333333335,-0.0066666666666666,14.333333333333334,0.5733333333333334,0.22,4.830000000000001,3.393333333333333
324,6,559,34.0,0.71,1.03,0.0,0.0,0.8,0.42,0.38,0.12,0.9,0.94,4.5,1.74,1.29,0.76,0.09,-113.62,11.16,18.8,4.76,14.71,1,597,0.0,0.47,0.0,0.0,702,0.0,69.0,140,0.0,5,0.3333333333333333,-192.11666666666667,0.3333333333333333,28.0,-0.2366666666666667,5.376666666666668,0.43,0.31,3.126666666666667,2.1566666666666667
516,6,568,34.0,1.59,2.62,0.03,9.0,0.87,0.43,0.26,1.0,0.88,1.04,9.62,4.21,1.24,0.97,0.41,-204.55,12.96,40.0,9.82,26.97,2,662,-0.12,0.5650000000000001,0.0,1.0,701,1.0,74.0,190,0.0,6,1.3333333333333333,-191.4333333333333,0.0,40.06666666666666,-0.3433333333333333,6.483333333333334,0.5966666666666667,0.24,3.7433333333333336,0.66
226,6,569,34.0,1.09,1.18,0.0,8.75,0.74,0.4,0.0,0.0,0.8,0.96,4.76,2.26,0.68,0.5,0.35,-124.45,12.24,20.3,5.12,13.88,2,659,-0.12,0.62,0.5,1.0,702,2.0,74.0,155,0.0,4,0.3333333333333333,-137.59666666666666,0.0,20.96666666666667,-0.1433333333333333,1.3333333333333333,0.4166666666666667,0.11,2.48,1.13
434,6,570,36.0,1.37,3.18,0.0,10.5,1.55,0.75,0.67,1.69,1.82,2.04,22.84,4.54,4.65,1.4700000000000002,0.32,-292.18,25.56,49.6,15.46,63.61,5,631,-0.15,0.8799999999999999,0.0,1.0,702,1.0,71.0,174,0.0,6,0.6666666666666666,-278.3533333333333,0.0,38.03333333333334,-0.0233333333333333,5.776666666666666,0.4583333333333333,0.11,3.56,2.4266666666666663
225,6,570,26.0,0.63,1.08,0.0,0.0,2.0,0.55,0.45,0.0,1.32,1.5,2.88,1.71,2.26,0.93,0.0,-37.22,10.8,20.1,6.44,19.36,1,581,0.0,0.94,0.0,1.0,702,1.0,67.0,149,0.0,5,0.3333333333333333,-63.23,0.0,15.5,0.0733333333333333,0.0,0.47,0.11,0.92,1.6966666666666663
500,6,565,21.0,1.77,4.140000000000001,0.0,0.0,1.25,0.73,0.0,0.92,1.46,1.66,6.25,5.92,1.75,0.72,1.05,-49.31,13.32,59.2,8.280000000000001,30.3,2,621,0.0,0.6799999999999999,0.0,0.0,702,1.0,75.0,142,0.0,4,1.6666666666666667,-78.86333333333333,0.0,20.866666666666664,-0.0133333333333333,0.4166666666666667,0.4816666666666666,0.36,2.4066666666666667,0.3833333333333333
460,6,565,34.0,1.88,3.38,0.15,0.0,0.68,0.51,0.0,0.97,1.02,1.14,9.35,5.26,0.41,0.88,1.09,-204.01,12.96,53.5,12.18,26.09,3,578,0.0,0.21,0.0,0.0,702,0.0,76.0,199,0.0,5,0.6666666666666666,-209.8633333333333,0.0,62.53333333333333,-0.0033333333333333,3.1666666666666665,0.52,0.0,6.03,0.45
65,6,558,6.0,0.0,0.25,0.0,2.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.25,0.5,1.25,0.0,-2.0,5.040000000000001,15.0,3.5,11.5,1,597,2.0,1.03,0.4,1.0,701,2.0,70.0,134,0.0,4,0.3333333333333333,-57.35666666666666,0.0,14.5,0.4233333333333333,1.5,0.43,0.31,1.26,0.9966666666666668
314,6,564,23.0,0.3,0.57,0.0,0.0,0.64,0.24,0.05,0.22,0.5,0.56,1.65,0.87,0.7,0.48,0.0,-65.3,4.68,10.4,3.82,13.13,1,588,0.0,0.21,0.0,0.0,701,0.0,71.0,158,0.0,6,0.3333333333333333,-149.65666666666667,0.0,20.566666666666663,-0.0733333333333333,2.6666666666666665,0.49,0.11,1.8666666666666665,1.37
213,6,568,33.0,2.61,4.15,0.06,15.5,0.79,0.48,0.23,1.0,0.96,1.08,17.0,6.76,3.15,1.15,0.48,-338.46000000000004,16.919999999999998,57.9,11.7,35.85,2,588,0.12,0.5650000000000001,0.0,1.0,701,1.0,74.0,172,0.0,6,0.3333333333333333,-275.75333333333333,0.0,96.03333333333336,-0.1899999999999999,6.266666666666667,0.43,0.31,10.263333333333334,2.66
319,6,556,34.0,2.29,5.0,0.03,15.88,0.79,0.49,0.22,1.0,1.0,1.12,13.85,7.29,1.91,1.09,0.74,-247.12,15.48,68.2,8.18,31.85,4,674,-0.75,0.76,0.62,1.0,702,4.0,74.0,188,1.0,6,1.6666666666666667,-187.16,0.0,66.2,-0.3833333333333333,8.876666666666667,0.52,0.3733333333333333,6.2366666666666655,1.43
501,6,561,22.0,2.14,3.18,0.05,10.17,0.65,0.53,1.0,0.86,1.08,1.14,14.14,5.32,2.18,1.27,0.59,-187.5,18.72,50.5,12.28,27.18,2,679,-0.53,0.74,0.88,1.0,701,4.0,75.0,168,0.0,6,1.3333333333333333,-255.0333333333333,0.0,41.13333333333333,-0.47,7.22,0.5333333333333333,0.25,4.52,1.8533333333333333
406,6,556,34.0,1.06,2.59,0.0,14.38,0.75,0.42,0.42,1.0,0.94,1.0,15.65,3.65,2.18,1.79,0.29,-348.44,18.0,46.8,9.42,31.59,5,575,-1.43,0.76,0.62,1.0,702,4.0,72.0,184,0.0,6,1.6666666666666667,-330.5,0.0,51.23333333333333,-0.54,8.833333333333334,0.52,0.3733333333333333,3.9933333333333336,2.48
453,6,570,18.0,0.33,0.33,0.0,0.0,0.67,0.35,0.2,0.06,0.78,0.86,1.22,0.67,0.72,0.17,0.0,-18.22,7.92,5.0,1.12,5.67,1,625,0.0,0.47,0.0,1.0,702,1.0,70.0,158,0.0,6,0.6666666666666666,-215.94,0.0,48.06666666666666,0.2333333333333333,11.0,0.52,0.0,4.383333333333333,2.376666666666667
320,6,559,34.0,2.41,3.44,0.03,0.0,0.67,0.49,0.25,1.0,1.0,1.08,11.68,5.85,0.74,0.91,0.41,-241.41,13.68,47.6,10.24,30.91,4,625,0.0,0.47,0.0,0.0,702,0.0,75.0,185,0.0,6,0.6666666666666666,-252.4466666666667,0.0,44.1,-0.0366666666666666,10.113333333333337,0.4366666666666667,0.22,5.41,1.4666666666666668
92,6,573,11.0,0.82,1.18,0.09,0.0,0.57,0.47,0.0,0.09,0.94,1.0,1.64,2.0,0.64,0.64,0.45,-15.63,6.12,22.7,6.36,9.82,2,626,0.0,0.47,0.0,0.0,701,0.0,74.0,171,0.0,4,0.0,-93.77333333333333,0.0,27.73333333333333,0.0,0.0,0.385,0.0,3.01,0.5833333333333334
445,6,565,33.0,0.5,3.5,0.1,4.2,1.67,0.76,0.69,1.3,1.7999999999999998,2.04,9.65,4.0,8.059999999999999,1.9,0.1,-134.29,12.96,55.0,14.74,51.84,1,679,0.01,0.77,0.4,0.0,702,2.0,66.0,134,0.0,6,0.6666666666666666,-217.23333333333332,0.0,28.433333333333334,-0.01,5.833333333333333,0.52,0.0,1.7233333333333334,5.09
408,6,565,34.0,1.56,2.71,0.03,0.0,0.71,0.39,0.32,0.97,0.82,0.92,11.38,4.26,2.68,1.29,0.06,-342.33000000000004,12.96,40.6,11.0,31.62,5,585,0.0,0.21,0.0,0.0,702,0.0,72.0,160,0.0,6,1.6666666666666667,-278.44,0.0,46.96666666666667,-0.4766666666666667,5.3500000000000005,0.5299999999999999,0.36,4.37,2.53
77,6,564,28.0,0.07,0.43,0.0,0.0,1.0,0.31,0.26,0.07,0.7,0.72,1.71,0.5,0.5,0.25,0.0,-58.04,6.84,6.800000000000001,2.5,8.86,1,615,0.0,0.21,0.0,0.0,701,0.0,68.0,152,0.0,6,1.3333333333333333,-80.26333333333334,0.3333333333333333,17.900000000000002,-0.3033333333333333,3.6666666666666665,0.5133333333333333,0.25,1.3066666666666666,0.6633333333333333
79,6,558,33.0,0.76,2.52,0.0,8.0,0.73,0.4,0.0,0.97,0.8,0.94,8.18,3.27,3.06,0.88,0.06,-224.55,9.72,34.5,8.6,30.21,5,620,-0.27,0.56,0.4,1.0,701,2.0,69.0,162,0.0,6,0.3333333333333333,-155.94333333333333,0.0,25.433333333333337,-0.0133333333333333,1.2233333333333334,0.3916666666666666,0.11,2.733333333333333,2.236666666666667
430,6,559,34.0,1.0,2.76,0.0,0.0,0.65,0.46,0.42,1.0,1.14,1.18,7.24,3.76,2.09,0.65,0.32,-150.94,8.64,37.400000000000006,8.18,30.47,2,595,0.0,0.47,0.0,0.0,702,0.0,70.0,145,0.0,6,0.6666666666666666,-151.36666666666667,0.0,30.3,0.1633333333333333,2.333333333333333,0.52,0.0,3.3633333333333333,1.17
264,6,570,12.0,0.17,1.25,0.0,0.0,0.8,0.31,0.14,0.42,0.64,0.7,2.75,1.42,1.75,0.67,0.08,-49.33,7.92,20.0,5.84,12.67,1,634,0.0,0.47,0.0,1.0,702,1.0,67.0,125,0.0,4,1.6666666666666667,-86.58999999999999,0.0,12.8,-0.5733333333333334,0.2366666666666666,0.56,0.25,1.346666666666667,1.37
268,6,555,31.0,0.32,1.16,0.0,0.0,0.64,0.33,0.33,0.1,0.86,0.9,3.45,1.48,0.74,0.45,0.13,-103.75,10.080000000000002,17.4,5.42,12.52,2,611,0.0,0.41,0.0,0.0,701,0.0,73.0,160,0.0,5,1.0,-131.84,0.0,41.56666666666667,0.0633333333333333,3.1666666666666665,0.7799999999999999,0.11,3.18,1.6833333333333336
247,6,556,33.0,1.64,2.03,0.0,8.88,0.59,0.48,0.4,0.12,0.98,1.0,9.12,3.67,1.21,0.3,0.21,-201.49,15.48,25.5,7.34,21.36,2,575,-1.28,0.76,0.62,1.0,702,4.0,74.0,196,0.0,4,1.0,-197.00333333333333,0.0,29.8,-0.4933333333333333,3.66,0.44,0.4066666666666667,3.4066666666666667,1.1866666666666663
437,6,565,31.0,1.45,3.77,0.03,0.0,0.8,0.42,0.0,1.0,0.84,0.94,13.58,5.23,1.32,1.65,1.03,-318.19,14.4,64.5,12.2,34.29,4,632,0.0,0.21,0.0,0.0,702,0.0,76.0,160,0.0,6,1.3333333333333333,-290.82666666666665,0.0,56.26666666666666,-0.6333333333333333,9.553333333333333,0.5133333333333333,0.25,5.146666666666667,1.4166666666666667
246,6,562,34.0,1.09,2.38,0.0,13.0,0.77,0.47,0.36,1.0,1.06,1.14,10.38,3.47,2.71,0.68,0.06,-188.7,12.6,31.200000000000003,5.88,30.09,5,621,0.11,0.53,0.0,1.0,702,1.0,69.0,150,0.0,6,1.6666666666666667,-224.24666666666667,0.0,32.13333333333333,-0.3666666666666667,6.816666666666666,0.5183333333333334,0.2333333333333333,3.35,2.92
274,6,563,28.0,0.75,3.68,0.0,15.33,0.87,0.39,0.31,0.93,0.86,0.98,12.36,4.43,2.04,1.25,0.18,-256.74,15.48,51.1,11.22,28.57,1,621,-0.07,0.59,0.33,1.0,701,1.0,68.0,143,0.0,6,1.6666666666666667,-262.4166666666667,0.3333333333333333,49.7,-0.4166666666666667,7.206666666666666,0.625,0.36,4.533333333333332,2.806666666666666
506,6,562,28.0,1.68,4.89,0.04,0.0,0.75,0.54,1.0,1.0,1.08,1.18,13.68,6.57,1.46,0.64,0.82,-201.83,15.84,63.6,11.58,31.39,3,582,0.0,0.53,0.0,1.0,702,1.0,76.0,193,0.0,5,1.0,-105.31,0.0,41.6,0.0999999999999999,3.776666666666667,0.5083333333333333,0.1766666666666666,4.276666666666666,1.49
83,6,570,21.0,2.0,2.19,0.05,8.0,0.66,0.38,0.2,1.0,0.78,0.84,5.67,4.19,2.05,0.57,0.29,-123.23,9.36,30.5,8.66,21.81,2,575,0.18,0.47,0.0,1.0,702,1.0,73.0,162,0.0,4,1.6666666666666667,-345.30333333333334,0.0,62.93333333333333,-0.4266666666666667,5.416666666666667,0.4816666666666666,0.36,6.43,3.5066666666666664
228,6,563,34.0,2.82,6.38,0.06,14.33,0.83,0.46,0.29,1.0,1.0,1.12,17.56,9.21,1.68,1.06,1.97,-301.52,18.36,94.1,9.36,34.59,4,582,-0.0,0.59,0.33,1.0,701,1.0,77.0,187,0.0,5,1.6666666666666667,-320.46000000000004,0.3333333333333333,86.36666666666667,-0.3166666666666666,10.373333333333331,0.5499999999999999,0.25,7.59,1.663333333333333
421,6,561,18.0,0.94,0.89,0.0,1.29,0.5,0.36,0.0,0.0,0.72,0.8,2.11,1.83,0.28,0.22,0.11,-52.45,7.92,12.2,5.44,9.44,3,595,-0.42,0.74,0.88,1.0,701,4.0,74.0,175,0.0,5,0.3333333333333333,-157.11666666666667,0.0,40.266666666666666,0.0466666666666666,2.333333333333333,0.4266666666666667,0.11,4.583333333333333,1.0733333333333333
441,6,558,33.0,2.06,4.76,0.12,10.4,0.71,0.55,0.0,1.0,1.1,1.18,12.0,6.82,1.21,0.61,1.15,-205.21,14.76,65.19999999999999,11.22,29.27,3,588,-0.26,0.56,0.4,1.0,701,2.0,77.0,158,0.0,4,0.6666666666666666,-168.35333333333332,0.3333333333333333,66.76666666666667,0.04,4.886666666666667,0.5733333333333334,0.22,6.390000000000001,0.8833333333333333
74,6,563,34.0,2.38,3.47,0.18,9.33,0.7,0.52,0.0,1.0,1.04,1.14,10.0,5.85,0.68,0.56,1.18,-212.73,14.4,52.1,12.76,25.26,3,622,0.29,0.59,0.33,1.0,701,1.0,77.0,199,0.0,5,1.6666666666666667,-109.91333333333334,0.0,30.0,-0.3133333333333333,2.9033333333333338,0.4783333333333333,0.36,2.99,0.5166666666666667
243,6,564,34.0,0.5,2.18,0.03,0.0,0.83,0.37,0.31,0.97,0.84,1.06,9.32,2.68,4.65,1.35,0.15,-270.85,10.44,36.8,11.24,32.47,1,651,0.0,0.21,0.0,0.0,701,0.0,67.0,152,0.0,6,0.6666666666666666,-304.73,0.0,41.66666666666666,-0.0166666666666666,3.75,0.445,0.1666666666666666,3.583333333333333,5.136666666666666
279,6,565,21.0,1.0,1.45,0.0,0.0,1.28,0.6799999999999999,0.41,0.1,1.42,1.6,7.25,2.45,1.94,0.5700000000000001,0.39,-78.4,21.24,24.2,6.88,24.78,1,625,0.0,0.62,0.0,0.0,702,0.0,70.0,152,0.0,5,0.6666666666666666,-79.27,0.0,15.7,0.1366666666666666,2.333333333333333,0.5833333333333334,0.11,1.39,0.8966666666666666
284,6,555,34.0,1.03,2.12,0.0,0.0,0.8,0.4,0.41,0.06,0.96,1.06,6.15,3.15,0.91,0.71,0.32,-139.76,12.6,31.5,5.52,17.47,2,633,0.0,0.41,0.0,0.0,701,0.0,76.0,170,0.0,4,0.3333333333333333,-92.02666666666669,0.0,19.03333333333333,0.04,1.0,0.3433333333333333,0.0,1.9566666666666668,0.5666666666666667
419,6,569,34.0,0.76,1.24,0.0,5.0,0.81,0.42,0.18,0.41,0.86,0.92,3.97,2.0,0.41,0.29,0.71,-109.62,9.36,22.4,5.42,15.18,3,575,-0.1,0.62,0.5,1.0,702,2.0,77.0,183,0.0,5,0.3333333333333333,-111.31333333333332,0.0,27.83333333333333,0.0699999999999999,3.556666666666666,0.47,0.11,2.686666666666667,0.5966666666666666
288,6,568,17.0,0.47,1.12,0.0,2.0,0.5,0.32,0.22,0.82,0.72,0.76,5.82,1.59,1.71,0.88,0.0,-97.0,9.72,20.0,6.7,21.59,5,582,-0.27,0.5650000000000001,0.0,1.0,701,1.0,71.0,165,0.0,6,2.6666666666666665,-292.1233333333334,0.0,48.23333333333333,-0.7833333333333332,15.89,0.75,0.5933333333333334,4.5233333333333325,2.62
293,6,561,34.0,0.91,1.06,0.0,3.75,0.31,0.45,0.0,0.0,0.9,0.88,3.79,1.97,0.88,0.71,0.18,-130.47,11.52,19.4,6.52,12.0,5,587,-0.89,0.74,0.88,1.0,701,4.0,73.0,160,0.0,4,1.3333333333333333,-84.78666666666668,0.0,19.0,-0.4733333333333333,0.4433333333333333,0.5133333333333333,0.25,1.7933333333333332,0.59
230,6,559,8.0,0.12,0.62,0.0,0.0,0.0,0.15,0.11,0.0,0.34,0.34,1.12,0.75,1.25,0.62,0.0,-24.26,5.040000000000001,12.5,2.24,8.25,1,621,0.0,0.47,0.0,0.0,702,0.0,66.0,118,0.0,6,0.3333333333333333,-212.64666666666668,0.0,27.866666666666664,-0.0066666666666666,1.89,0.4133333333333333,0.11,1.91,3.02
86,6,569,34.0,2.03,5.74,0.03,17.25,0.79,0.38,0.28,1.0,0.86,1.02,14.74,7.76,4.21,2.65,0.47,-355.17,15.48,88.5,11.0,34.53,2,588,-0.43,0.62,0.5,1.0,702,2.0,73.0,167,1.0,4,0.3333333333333333,-361.0366666666667,0.3333333333333333,89.53333333333335,0.06,6.776666666666666,0.47,0.11,7.979999999999999,3.473333333333333
401,6,562,32.0,0.91,2.22,0.03,3.5,0.79,0.38,0.32,0.97,0.92,0.98,7.31,3.12,1.81,0.66,0.16,-171.94,8.64,30.3,7.76,30.28,5,684,-0.04,0.53,0.0,1.0,702,1.0,71.0,155,0.0,6,1.6666666666666667,-204.67,0.0,36.06666666666667,-0.3733333333333333,7.793333333333334,0.5183333333333334,0.2333333333333333,2.653333333333333,2.17
275,6,568,34.0,2.06,5.24,0.06,9.0,0.59,0.44,0.21,1.0,0.9,0.96,15.21,7.29,2.56,1.97,2.09,-402.88,16.919999999999998,92.9,13.06,32.24,3,623,0.24,0.5650000000000001,0.0,1.0,701,1.0,77.0,170,0.0,6,2.6666666666666665,-330.90333333333336,1.3333333333333333,118.53333333333336,-0.5233333333333333,17.146666666666665,0.75,0.5933333333333334,10.103333333333332,2.4233333333333333
325,6,569,34.0,0.76,1.76,0.03,10.0,0.85,0.44,0.32,1.0,1.02,1.12,10.24,2.53,2.38,1.18,0.06,-204.61,11.88,30.0,7.88,31.09,1,597,-0.41,0.62,0.5,1.0,702,2.0,70.0,140,0.0,5,0.6666666666666666,-173.39,0.3333333333333333,23.433333333333334,0.02,2.1666666666666665,0.51,0.0,2.286666666666666,2.01
198,6,555,34.0,0.32,2.09,0.0,0.0,0.78,0.35,0.32,1.0,0.84,0.94,4.59,2.41,2.82,1.12,0.03,-149.03,6.84,32.400000000000006,5.36,24.47,1,582,0.0,0.41,0.0,0.0,701,0.0,64.0,139,0.0,4,0.3333333333333333,-59.15,0.0,16.533333333333335,-0.0166666666666666,1.2233333333333334,0.4083333333333334,0.11,1.32,2.356666666666667
142,6,570,34.0,0.91,1.56,0.0,0.0,0.61,0.34,0.0,0.03,0.68,0.86,2.44,2.47,0.56,0.24,0.03,-106.26,6.84,18.2,5.76,13.06,4,622,-0.08,0.47,0.0,1.0,702,1.0,75.0,200,0.0,6,1.6666666666666667,-100.21333333333332,0.0,21.03333333333333,-0.34,3.293333333333333,0.4816666666666666,0.36,2.566666666666667,0.4833333333333334
381,6,570,29.0,0.86,1.9,0.0,0.0,0.6,0.44,0.0,0.72,0.88,0.96,5.62,2.76,2.66,1.0,0.14,-144.82,8.64,30.3,7.8,23.14,1,592,0.41,0.47,0.0,1.0,702,1.0,68.0,150,0.0,6,1.6666666666666667,-185.7933333333333,0.0,48.6,-0.2266666666666666,4.263333333333333,0.6483333333333333,0.36,4.113333333333333,4.793333333333333
185,6,561,34.0,2.56,4.0,0.0,17.25,0.71,0.48,0.0,0.97,0.96,1.08,13.79,6.56,1.53,1.24,0.91,-278.97,17.64,61.5,9.76,28.29,4,652,-1.32,0.74,0.88,1.0,701,4.0,75.0,188,1.0,6,1.3333333333333333,-211.28,0.0,70.0,-0.1833333333333333,10.28,0.5133333333333333,0.25,7.746666666666667,1.2366666666666666
40,6,569,31.0,0.39,1.65,0.0,6.75,0.55,0.39,0.38,1.0,1.04,1.06,6.26,2.03,2.58,1.94,0.0,-157.19,7.92,35.8,7.74,28.16,1,582,-0.2,0.62,0.5,1.0,702,2.0,67.0,145,0.0,6,1.3333333333333333,-62.26333333333334,0.0,15.6,-0.0933333333333333,0.9166666666666666,0.54,0.25,0.94,1.17
178,6,565,33.0,2.4,2.67,0.1,0.0,1.22,0.8200000000000001,1.5,0.0,1.66,1.78,10.13,5.07,1.25,0.6499999999999999,0.1,-115.8,21.6,34.2,10.96,33.28,2,587,0.0,0.77,0.4,0.0,702,2.0,72.0,165,0.0,6,0.0,-296.1766666666667,0.0,46.2,-0.2766666666666666,4.8,0.4366666666666667,0.1333333333333333,6.06,2.0
393,6,565,27.0,1.75,3.08,0.0,0.0,0.73,0.98,1.0,0.79,2.52,2.58,7.04,4.84,1.59,0.8700000000000001,0.67,-65.99,15.84,46.2,12.24,31.42,2,612,0.0,0.77,0.4,0.0,702,2.0,76.0,174,0.0,6,0.0,-114.79,0.0,33.733333333333334,0.0,0.0,0.4599999999999999,0.0,3.556666666666666,1.5599999999999998
529,6,569,34.0,2.18,3.29,0.09,11.75,0.67,0.42,0.0,1.0,0.84,0.9,7.38,5.47,0.91,1.03,0.35,-207.86,11.16,46.8,9.48,23.65,4,608,-0.11,0.62,0.5,1.0,702,2.0,74.0,210,0.0,6,0.0,-253.4833333333333,0.0,62.63333333333333,-0.0499999999999999,4.666666666666667,0.51,0.1333333333333333,7.546666666666667,1.4666666666666668
161,6,562,33.0,0.45,0.7,0.0,7.5,0.74,0.48,0.0,0.03,0.96,1.02,2.97,1.15,0.55,0.36,0.12,-63.85,9.72,11.8,4.24,10.94,2,597,0.04,0.53,0.0,1.0,702,1.0,75.0,170,0.0,6,1.3333333333333333,-78.57666666666667,0.0,23.566666666666663,-0.21,3.6,0.6683333333333333,0.15,2.4766666666666666,0.8333333333333334
125,6,568,30.0,0.8,1.43,0.0,1.0,0.85,0.41,0.0,0.77,0.82,0.94,5.33,2.23,2.57,0.8,0.07,-126.0,9.36,23.0,7.54,20.23,1,593,0.25,0.5650000000000001,0.0,1.0,701,1.0,69.0,148,0.0,6,2.6666666666666665,-251.00666666666663,0.0,38.3,-0.3733333333333333,11.583333333333334,0.75,0.5933333333333334,3.57,3.4800000000000004
354,6,570,33.0,0.94,3.79,0.0,18.5,0.8,0.4,0.31,1.0,0.86,0.98,15.88,4.73,3.67,1.67,0.42,-383.63,15.48,58.8,9.94,36.76,5,597,0.05,0.47,0.0,1.0,702,1.0,69.0,147,0.0,5,1.6666666666666667,-268.08666666666664,0.0,44.93333333333334,-0.3666666666666667,11.166666666666666,0.4816666666666666,0.36,3.333333333333333,2.6066666666666665
391,6,558,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-0.75,0.0,0.0,1.5,2.25,1,666,0.0,0.56,0.4,1.0,701,2.0,67.0,133,0.0,4,0.3333333333333333,-72.06333333333333,0.0,17.166666666666668,0.0,1.1666666666666667,0.3833333333333333,0.0,1.3966666666666665,0.8433333333333334
27,6,562,33.0,1.18,5.7,0.03,4.5,0.85,0.44,0.39,1.0,1.02,1.1,8.73,6.88,1.79,0.76,1.39,-179.45,10.8,78.5,8.36,28.88,2,600,0.15,0.53,0.0,1.0,702,1.0,77.0,182,0.0,4,1.0,-220.20333333333332,0.0,77.03333333333333,-0.08,7.69,0.5383333333333333,0.1766666666666666,6.23,1.96
372,6,561,34.0,0.24,2.62,0.0,5.33,0.79,0.31,0.2,0.97,0.68,0.9,5.74,2.85,4.38,1.41,0.18,-191.44,7.56,42.1,7.7,27.26,1,587,-0.39,0.74,0.88,1.0,701,4.0,71.0,145,0.0,6,1.3333333333333333,-200.6933333333333,0.0,52.7,-0.24,2.78,0.5133333333333333,0.25,3.613333333333333,6.56
543,6,556,34.0,0.74,2.06,0.0,2.25,0.65,0.4,0.42,0.03,1.04,1.08,3.09,2.79,1.03,0.38,0.26,-80.45,6.48,27.1,6.48,17.53,2,637,-0.35,0.76,0.62,1.0,702,4.0,73.0,183,0.0,4,0.6666666666666666,-115.14666666666666,0.0,36.96666666666667,-0.0133333333333333,1.5,0.48,0.1666666666666666,3.6366666666666663,1.0633333333333332
143,6,565,21.0,0.43,1.33,0.0,0.0,0.85,0.38,0.43,1.0,0.98,1.08,9.14,1.76,2.43,0.67,0.1,-130.9,10.44,21.0,8.58,31.71,2,641,0.0,0.21,0.0,0.0,702,0.0,71.0,168,0.0,6,0.6666666666666666,-258.72,0.0,36.76666666666667,0.0433333333333333,6.0,0.52,0.0,3.186666666666666,1.96
363,6,559,34.0,0.62,1.82,0.0,0.0,1.0,0.39,0.27,0.12,0.84,0.88,3.18,2.44,0.74,0.44,0.26,-87.94,6.48,25.3,4.64,17.32,2,653,0.0,0.47,0.0,0.0,702,0.0,74.0,160,0.0,6,0.3333333333333333,-156.81333333333333,0.0,40.6,0.03,4.423333333333333,0.43,0.31,4.516666666666667,1.0933333333333335
366,6,564,34.0,1.56,4.12,0.0,0.0,0.74,0.52,0.43,0.85,1.14,1.2,9.59,5.68,0.97,0.59,0.21,-159.96,13.32,49.1,6.82,25.94,2,679,0.0,0.21,0.0,0.0,701,0.0,74.0,165,0.0,6,1.6666666666666667,-174.67,0.3333333333333333,64.46666666666667,-0.43,4.25,0.5883333333333334,0.3733333333333333,6.88,1.3233333333333337
15,6,558,34.0,0.59,2.15,0.0,8.8,0.88,0.42,0.19,1.0,0.86,1.0,10.06,2.74,1.56,1.62,0.18,-226.84,11.52,39.4,8.3,31.74,1,589,-0.15,0.56,0.4,1.0,701,2.0,71.0,147,0.0,5,1.0,-273.3,0.3333333333333333,45.43333333333334,-0.04,13.276666666666666,0.6433333333333334,0.22,4.0633333333333335,2.533333333333333
467,6,568,19.0,0.32,2.47,0.0,11.0,0.85,0.33,0.31,1.0,0.88,0.96,7.42,2.79,3.68,1.21,0.21,-125.69,9.36,38.9,8.94,29.0,1,590,0.11,0.5650000000000001,0.0,1.0,701,1.0,72.0,169,0.0,4,2.6666666666666665,-234.71666666666667,0.3333333333333333,43.46666666666667,-0.51,7.426666666666667,0.75,0.5933333333333334,3.7266666666666666,5.586666666666666
129,6,556,32.0,1.41,2.66,0.0,12.0,0.77,0.41,0.28,1.0,0.94,1.04,10.97,4.06,2.94,1.5,0.12,-227.41,12.6,42.8,6.94,31.19,5,633,-0.77,0.76,0.62,1.0,702,4.0,72.0,167,0.0,5,1.6666666666666667,-191.44333333333336,0.0,45.833333333333336,-0.3666666666666667,5.833333333333333,0.52,0.3733333333333333,3.963333333333333,2.103333333333333
