playerID,year,stint,tmID,GP,oRebounds,dRebounds,dq,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostDQ,ft%,fg%,three%,gs%,Postft%,Postfg%,Postthree%,Postgs%,efg%,ts%,ppg,rpg,apg,spg,bpg,eff,pp36,defensive_prowess,defensive_discipline,mpg,pos,college,playoff,confID,playoff_progression,height,weight,award_count
132,3,0,559,32,1.44,2.97,0.0,15.5,2.0,1.0,0.5,1.5,0.0,0.0,0.0,1.0,2.0,0.0,0.74,0.53,1.0,0.16,0.5,0.12,0.0,0.0,1.06,1.18,6.97,4.41,0.59,0.66,0.38,-123.99000000000001,11.52,40.0,6.88,21.69,3,626,1,697,1,76.0,164,0
132,4,0,559,34,1.59,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.46,0.0,0.18,0.0,0.0,0.0,0.0,0.92,0.98,4.62,3.91,0.47,0.29,0.26,-115.45,9.72,28.799999999999997,5.06,16.97,3,626,0,697,0,76.0,164,0
132,5,0,559,23,1.09,1.35,0.0,7.71,1.71,1.0,1.0,2.0,0.14,0.0,0.14,0.29,0.71,0.0,0.42,0.36,0.0,0.13,0.0,0.67,0.0,0.0,0.72,0.76,2.09,2.43,0.22,0.35,0.13,-53.78,6.84,18.3,3.3,11.17,3,626,1,697,4,76.0,164,0
132,6,0,559,28,0.32,0.79,0.0,2.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.58,0.59,0.0,0.0,0.0,0.0,0.0,0.0,1.18,1.18,1.96,1.11,0.11,0.14,0.07,-22.61,9.72,10.0,1.22,7.18,3,626,1,697,1,76.0,164,0
133,4,0,551,34,0.71,2.38,0.0,27.67,6.67,0.33,3.0,3.33,6.33,1.67,0.33,2.67,2.0,0.0,0.78,0.38,0.3,1.0,1.0,0.32,0.33,1.0,0.9,0.98,5.32,3.09,4.35,1.21,0.32,-191.71,7.56,39.1,8.94,25.12,5,591,1,697,1,71.0,155,0
133,5,0,551,34,0.85,1.79,0.0,21.5,3.0,0.5,2.0,2.5,1.0,1.5,0.5,2.0,2.5,0.0,0.7,0.37,0.29,1.0,0.75,0.17,0.2,1.0,0.86,0.9,5.71,2.65,2.32,1.38,0.24,-215.7,10.080000000000002,34.1,7.64,20.5,5,591,1,697,1,71.0,155,1
134,1,0,567,32,0.59,1.78,0.06,30.5,8.5,0.5,2.5,3.0,2.5,2.0,0.0,1.0,4.0,0.0,0.78,0.38,0.31,1.0,0.67,0.25,0.23,1.0,0.86,0.98,10.56,2.38,1.81,1.12,0.28,-254.85,13.32,31.9,8.94,28.94,1,583,1,697,1,70.0,160,0
134,3,0,561,29,0.38,1.03,0.0,9.5,1.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.72,0.36,0.28,0.0,0.0,0.2,0.33,0.0,0.8,0.94,3.86,1.41,0.83,0.55,0.07,-86.28,13.32,16.599999999999998,3.1,10.45,1,583,1,698,1,70.0,160,0
135,6,0,560,31,0.35,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.38,0.29,0.35,0.0,0.0,0.0,0.0,0.82,0.94,4.48,2.0,0.87,0.23,0.13,-116.28999999999999,9.36,20.0,4.84,17.03,2,583,0,697,0,74.0,182,0
135,7,0,560,12,0.42,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.27,0.22,0.08,0.0,0.0,0.0,0.0,0.6,0.74,3.42,2.58,0.83,0.17,0.0,-49.0,10.799999999999999,23.3,5.0,11.33,2,583,0,697,0,74.0,182,0
135,8,0,559,29,0.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.32,0.33,0.0,0.0,0.0,0.0,0.0,0.72,0.86,2.24,1.34,0.38,0.28,0.03,-67.72999999999999,8.280000000000001,13.100000000000001,3.24,9.72,2,583,1,697,1,74.0,182,0
135,9,0,559,34,0.88,1.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62,0.41,0.36,0.03,0.0,0.0,0.0,0.0,0.86,0.9,3.32,2.65,0.47,0.35,0.15,-99.06,10.44,22.599999999999998,5.0,11.44,2,583,1,697,1,74.0,182,0
135,10,0,569,34,0.65,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.42,0.38,0.26,0.0,0.0,0.0,0.0,0.96,1.04,6.82,2.59,0.59,0.35,0.24,-152.41,16.919999999999998,25.299999999999997,5.36,14.62,2,583,0,698,0,74.0,182,0
136,1,0,561,12,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.39,0.34,0.75,0.0,0.0,0.0,0.0,0.9,1.06,11.58,3.75,0.83,0.83,0.08,-75.93,15.48,29.2,7.66,26.92,4,614,0,698,0,73.0,185,0
136,2,0,561,32,1.5,2.03,0.0,12.62,4.25,0.75,1.12,1.88,0.5,0.25,0.12,0.88,2.0,0.0,0.71,0.42,0.45,0.34,0.75,0.5,0.75,0.0,0.92,1.02,5.97,3.53,0.44,0.31,0.16,-135.59,11.16,25.0,6.0,19.47,4,614,1,698,3,73.0,185,0
136,3,0,561,4,1.5,0.75,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.86,4.75,2.25,0.75,0.25,0.5,-5.5,11.52,15.0,2.5,14.75,4,614,1,698,1,73.0,185,0
136,4,0,561,29,2.14,2.17,0.0,29.0,7.5,2.5,3.5,6.0,0.5,1.0,1.0,3.0,4.5,0.5,0.81,0.44,0.42,0.69,1.0,0.4,0.33,1.0,1.02,1.14,8.69,4.31,0.55,1.0,0.07,-147.38,14.76,32.400000000000006,7.18,21.14,4,614,1,698,1,73.0,185,0
137,1,0,561,29,0.9,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.88,1.0,3.17,2.17,0.34,0.28,0.21,-66.83,11.88,17.6,5.86,9.48,3,619,0,698,0,78.0,240,0
137,2,0,561,18,0.44,1.5,0.0,3.75,2.0,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.86,0.43,0.0,0.0,0.0,0.8,0.0,0.0,0.86,1.06,3.0,1.94,0.22,0.06,0.28,-31.5,12.959999999999999,18.3,3.66,8.22,3,619,1,698,3,78.0,240,0
137,3,0,561,31,0.65,1.65,0.06,8.5,3.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,1.5,0.0,0.72,0.56,0.0,0.1,1.0,0.6,0.0,0.0,1.12,1.2,2.84,2.29,0.32,0.42,0.35,-62.78,9.36,24.2,6.78,11.03,3,619,1,698,1,78.0,240,0
138,10,0,552,8,0.5,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.9,2.0,1.62,0.0,0.12,0.0,-9.26,10.44,12.5,1.76,7.0,2,621,0,698,0,76.0,171,0
139,2,0,567,31,1.13,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.49,0.41,0.52,0.0,0.0,0.0,0.0,1.04,1.12,10.39,2.48,1.06,1.13,0.39,-175.55,13.68,28.700000000000003,5.8,27.13,5,578,0,697,0,75.0,165,0
140,1,0,565,14,1.14,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.5,0.0,0.14,0.0,0.0,0.0,0.0,1.0,1.08,3.21,2.29,0.14,0.43,0.07,-34.86,12.6,16.4,6.28,9.29,4,616,0,698,0,75.0,200,0
140,2,0,565,31,1.32,2.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.47,0.0,0.32,0.0,0.0,0.0,0.0,0.94,1.04,4.16,3.52,0.52,0.23,0.16,-94.41,8.280000000000001,25.8,6.32,18.03,4,616,0,698,0,75.0,200,0
140,3,0,565,32,0.91,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.42,0.0,0.5,0.0,0.0,0.0,0.0,0.84,1.0,4.47,2.94,0.5,0.38,0.28,-113.43,9.0,26.9,6.24,17.62,4,616,0,698,0,75.0,200,0
140,4,0,565,34,0.85,1.56,0.0,16.62,3.88,1.0,1.5,2.5,0.5,0.12,0.0,1.25,1.75,0.0,0.65,0.43,0.0,0.0,0.65,0.4,0.0,0.0,0.86,1.0,3.74,2.41,0.68,0.29,0.12,-111.75999999999999,8.64,19.7,6.06,15.35,4,616,1,698,4,75.0,200,0
140,5,0,565,26,1.08,1.27,0.0,26.0,6.0,2.67,2.33,5.0,0.67,0.33,0.0,1.67,1.67,0.0,0.67,0.51,0.0,0.0,0.75,0.35,0.0,0.67,1.02,1.14,4.54,2.35,0.27,0.31,0.08,-75.45,10.080000000000002,16.5,5.54,16.23,4,616,1,698,1,75.0,200,0
140,6,0,565,34,0.91,1.56,0.0,6.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.34,0.0,0.03,0.0,0.0,0.0,0.0,0.68,0.86,2.44,2.47,0.56,0.24,0.03,-106.25999999999999,6.84,18.2,5.76,13.06,4,616,1,698,1,75.0,200,0
140,7,0,558,34,1.65,3.59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.43,0.0,1.0,0.0,0.0,0.0,0.0,0.86,0.98,7.68,5.24,1.5,0.62,0.15,-202.81,10.080000000000002,43.5,10.0,27.76,4,616,0,698,0,75.0,200,0
140,8,0,558,28,0.57,0.96,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.81,0.34,0.0,0.0,0.0,0.6,0.0,0.0,0.68,0.82,1.89,1.54,0.46,0.21,0.04,-55.86,7.92,12.1,3.64,8.46,4,616,1,698,1,75.0,200,0
140,9,0,567,34,1.12,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.47,0.0,0.24,0.0,0.0,0.0,0.0,0.94,1.06,3.47,3.82,0.24,0.59,0.12,-88.75999999999999,7.56,34.1,7.18,16.26,4,616,0,697,0,75.0,200,0
140,10,0,565,13,0.23,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.22,0.0,0.23,0.0,0.0,0.0,0.0,0.44,1.06,1.31,1.38,0.38,0.38,0.0,-15.55,5.3999999999999995,15.4,4.0,8.46,4,616,1,698,2,75.0,200,0
141,1,0,568,32,1.12,1.53,0.0,11.0,3.75,0.75,1.5,2.25,0.75,0.5,0.25,1.25,2.75,0.0,0.83,0.36,0.26,0.0,1.0,0.31,0.23,0.0,0.86,1.02,6.31,2.66,1.03,0.72,0.06,-143.22,15.48,23.1,5.12,14.66,2,636,1,697,2,71.0,168,0
141,2,0,561,32,1.72,3.06,0.03,31.0,8.0,1.0,3.25,4.25,1.75,1.12,0.5,1.12,2.25,0.0,0.92,0.38,0.33,1.0,1.0,0.35,0.31,1.0,0.92,1.0,11.41,4.78,1.44,0.91,0.31,-255.15,12.959999999999999,42.800000000000004,9.06,31.47,2,636,1,698,3,71.0,168,0
141,3,0,561,32,1.16,2.53,0.0,32.5,7.5,1.5,6.0,7.5,3.5,1.0,0.0,2.0,0.5,0.0,0.82,0.39,0.42,1.0,0.0,0.3,0.23,1.0,1.06,1.16,11.84,3.69,1.91,1.22,0.38,-212.96,14.4,41.2,7.44,29.88,2,636,1,698,1,71.0,168,0
141,4,0,561,34,1.09,2.24,0.0,31.5,10.5,1.0,1.5,2.5,0.5,1.0,0.0,0.0,2.5,0.0,0.85,0.38,0.35,1.0,0.75,0.35,0.4,1.0,0.94,1.02,12.41,3.32,2.15,1.53,0.26,-300.33,14.040000000000001,40.300000000000004,8.64,32.24,2,636,1,698,1,71.0,168,0
141,5,0,561,33,0.67,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.4,0.31,0.97,0.0,0.0,0.0,0.0,0.94,1.04,11.76,2.55,1.82,0.82,0.18,-262.87,13.32,28.799999999999997,7.82,31.88,2,636,0,698,0,71.0,168,0
141,6,0,561,21,0.43,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.38,0.43,1.0,0.0,0.0,0.0,0.0,0.98,1.08,9.14,1.76,2.43,0.67,0.1,-130.9,10.44,21.0,8.58,31.71,2,636,0,698,0,71.0,168,0
141,7,0,561,32,0.09,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.23,0.25,0.03,0.0,0.0,0.0,0.0,0.66,0.68,1.72,0.62,0.66,0.41,0.06,-73.53,6.4799999999999995,10.0,2.12,9.66,2,636,0,698,0,71.0,168,0
141,9,0,564,33,0.27,0.42,0.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.34,0.31,0.0,0.0,0.5,0.5,0.0,0.94,0.94,2.58,0.7,0.79,0.15,0.09,-68.69,10.080000000000002,6.7,2.24,9.12,2,636,1,698,1,71.0,168,0
142,6,0,557,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,1.4,0.2,0.6,0.0,0.0,-4.800000000000001,10.44,2.0,2.0,4.8,1,578,1,697,4,73.0,162,0
143,2,0,553,32,0.72,1.97,0.03,34.5,14.5,1.0,3.0,4.0,3.5,1.5,0.0,1.0,2.0,0.0,0.61,0.49,0.26,0.69,0.83,0.44,0.0,1.0,1.02,1.08,11.44,2.69,2.47,1.25,0.12,-236.03,15.12,33.4,8.32,27.0,1,587,1,697,1,69.0,153,0
143,3,0,553,32,0.59,2.75,0.0,37.2,14.8,0.8,3.6,4.4,2.6,2.0,0.0,4.0,3.2,0.0,0.77,0.47,0.15,1.0,0.68,0.45,0.2,1.0,0.96,1.1,15.28,3.34,2.84,1.59,0.22,-299.73,16.560000000000002,45.599999999999994,10.94,33.28,1,587,1,697,0,69.0,153,0
143,4,0,560,34,0.82,2.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.36,0.31,1.0,0.0,0.0,0.0,0.0,0.76,0.98,13.82,3.74,2.65,1.71,0.18,-354.9,15.12,47.9,10.12,32.82,1,587,0,697,0,69.0,153,0
143,5,0,560,17,1.06,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.41,0.37,1.0,0.0,0.0,0.0,0.0,0.88,1.04,11.71,3.18,1.71,1.88,0.12,-120.4,14.040000000000001,41.2,8.12,29.94,1,587,0,697,0,69.0,153,0
143,6,0,560,31,1.29,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.37,0.31,1.0,0.0,0.0,0.0,0.0,0.8,0.94,12.52,3.74,2.19,1.48,0.16,-305.90999999999997,14.040000000000001,41.0,9.3,32.23,1,587,0,697,0,69.0,153,0
143,8,0,560,34,0.97,1.41,0.0,14.2,6.6,1.4,2.4,3.8,1.2,2.0,0.0,1.2,1.4,0.0,0.9,0.36,0.22,0.35,0.85,0.42,0.0,0.0,0.76,0.88,4.82,2.38,0.82,0.56,0.09,-141.32999999999998,12.24,20.6,5.42,14.15,1,587,1,697,2,69.0,153,0
143,9,0,568,33,0.91,1.67,0.0,18.5,7.5,0.83,1.67,2.5,1.83,0.33,0.0,1.33,1.33,0.0,0.89,0.37,0.27,0.76,0.92,0.38,0.36,0.0,0.78,0.96,8.36,2.58,1.3,0.76,0.12,-192.88,14.76,25.5,6.78,20.61,1,587,1,697,2,69.0,153,0
143,10,0,568,28,0.61,0.86,0.04,7.0,2.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.84,0.43,0.18,0.21,1.0,0.25,0.5,0.0,0.88,1.0,5.39,1.46,0.86,0.54,0.07,-96.68,16.2,14.6,4.72,12.11,1,587,1,697,2,69.0,153,0
144,8,0,568,34,0.35,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.38,0.24,0.59,0.0,0.0,0.0,0.0,0.8,0.92,8.74,2.12,2.97,1.06,0.41,-267.7,11.88,32.400000000000006,7.12,26.21,1,578,0,697,0,71.0,138,0
145,1,0,558,23,0.17,0.57,0.0,4.0,2.0,0.0,1.0,1.0,0.33,0.33,0.0,0.0,1.33,0.0,0.5,0.43,0.3,0.17,0.0,0.67,1.0,0.0,0.92,0.92,2.17,0.74,0.17,0.0,0.09,-38.83,11.52,6.5,3.92,6.7,2,578,1,698,3,75.0,190,0
146,1,0,568,32,0.44,1.28,0.0,26.5,6.0,1.5,2.5,4.0,4.75,0.5,0.0,2.75,2.5,0.0,0.83,0.43,0.35,1.0,1.0,0.3,0.36,1.0,1.06,1.18,6.72,1.72,3.97,0.66,0.09,-127.84,9.72,20.299999999999997,6.0,25.09,1,627,1,697,2,69.0,142,0
146,2,0,568,32,0.44,2.69,0.0,34.14,8.29,0.43,1.71,2.14,5.86,0.57,0.57,0.86,2.0,0.0,0.81,0.42,0.46,0.91,0.75,0.34,0.28,1.0,1.16,1.24,8.03,3.12,3.94,1.34,0.12,-153.45,10.080000000000002,41.6,6.06,29.06,1,627,1,697,4,69.0,142,0
146,3,0,566,31,0.42,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.36,0.32,1.0,0.0,0.0,0.0,0.0,0.88,1.0,8.52,2.58,3.35,0.81,0.06,-184.68,10.799999999999999,30.299999999999997,6.06,27.94,1,627,0,697,0,69.0,142,0
146,4,0,554,34,0.32,2.06,0.0,27.0,5.67,0.33,1.67,2.0,2.33,0.33,0.0,1.0,1.33,0.0,0.86,0.42,0.38,0.88,0.0,0.4,0.71,1.0,1.04,1.12,4.38,2.38,2.41,0.76,0.03,-124.03999999999999,5.76,28.5,5.42,28.0,1,627,1,697,1,69.0,142,0
147,1,0,558,9,0.0,0.44,0.0,2.0,2.0,0.33,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.8,0.4,0.0,0.0,0.0,0.75,0.0,0.0,0.8,0.98,1.33,0.44,0.11,0.0,0.11,-7.01,22.68,5.6000000000000005,2.22,2.11,3,624,1,698,3,78.0,215,0
148,1,0,563,32,0.19,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.76,0.86,3.5,0.72,1.53,0.72,0.09,-135.44,8.64,13.4,5.24,14.81,1,589,0,698,0,66.0,125,0
149,7,0,561,31,0.84,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.34,0.0,0.03,0.0,0.0,0.0,0.0,0.68,0.78,2.45,2.13,0.29,0.06,0.45,-80.62,8.280000000000001,18.1,4.46,10.45,3,583,0,698,0,77.0,209,0
149,9,0,569,26,0.42,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.38,0.33,0.08,0.0,0.0,0.0,0.0,0.78,0.92,2.69,1.31,0.38,0.23,0.31,-59.08,10.799999999999999,14.2,4.46,8.88,3,583,0,698,0,77.0,209,0
150,1,0,551,32,1.19,3.62,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.45,0.21,0.62,0.0,0.0,0.0,0.0,0.92,1.04,7.56,4.81,2.09,0.72,0.69,-167.13,10.44,50.300000000000004,8.12,26.41,2,589,0,697,0,74.0,190,0
150,2,0,566,32,1.53,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.43,0.42,0.97,0.0,0.0,0.0,0.0,0.88,0.98,5.62,7.66,1.41,0.62,1.06,-124.63,7.56,78.1,5.94,26.94,2,589,0,697,0,74.0,190,0
150,3,0,566,32,1.28,3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.49,0.0,0.12,0.0,0.0,0.0,0.0,0.98,1.1,4.84,4.62,1.0,0.56,0.53,-88.45,9.36,44.400000000000006,5.5,18.81,2,589,0,697,0,74.0,190,0
151,4,0,565,32,3.09,7.34,0.03,29.0,8.38,3.12,6.88,10.0,0.5,1.38,0.75,1.25,3.75,0.0,0.68,0.47,0.0,1.0,0.83,0.32,0.0,1.0,0.94,1.06,10.75,10.44,0.84,1.0,0.97,-238.0,12.959999999999999,93.10000000000001,11.76,29.88,2,615,1,698,4,75.0,198,1
151,5,0,565,31,3.35,6.23,0.1,37.0,16.0,1.67,9.0,10.67,0.33,1.33,2.33,2.67,1.0,0.0,0.59,0.41,0.0,1.0,0.64,0.45,0.0,1.0,0.82,0.92,10.61,9.58,1.1,1.32,0.81,-264.58000000000004,12.959999999999999,83.5,11.1,29.42,2,615,1,698,1,75.0,198,0
151,6,0,565,33,3.42,6.33,0.18,24.5,9.5,3.5,3.5,7.0,1.0,0.5,1.0,1.5,5.5,0.5,0.49,0.43,0.0,1.0,0.6,0.44,0.0,1.0,0.86,0.9,9.48,9.76,0.79,1.0,1.39,-282.58,12.24,87.30000000000001,12.84,28.24,2,615,1,698,1,75.0,198,0
151,7,0,565,32,4.06,7.28,0.0,28.7,13.4,3.3,7.0,10.3,1.2,1.3,0.7,1.9,4.0,0.0,0.65,0.5,0.0,1.0,0.75,0.52,0.0,1.0,1.0,1.1,13.84,11.34,1.41,1.19,0.78,-257.44,17.28,92.5,10.76,28.75,2,615,1,698,4,75.0,198,0
151,8,0,565,15,3.2,8.0,0.0,22.8,6.9,3.3,5.9,9.2,0.4,0.5,0.3,1.4,3.2,0.0,0.64,0.5,0.0,1.0,0.45,0.42,0.0,0.8,1.0,1.08,13.0,11.2,1.47,1.87,0.73,-115.73,15.12,106.0,12.8,30.67,2,615,1,698,3,75.0,198,1
151,9,0,565,24,3.08,5.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.48,0.0,1.0,0.0,0.0,0.0,0.0,0.96,1.02,10.12,8.67,0.92,1.0,0.38,-148.91,13.68,69.6,7.76,26.54,2,615,1,698,4,75.0,198,0
151,10,0,565,29,2.45,4.97,0.03,29.6,7.8,3.4,6.6,10.0,1.2,1.4,0.2,3.6,4.6,0.0,0.55,0.43,0.0,1.0,0.81,0.45,0.0,1.0,0.86,0.92,8.59,7.41,0.86,0.97,0.45,-205.72,11.88,63.8,10.62,26.03,2,615,1,698,2,75.0,198,0
152,1,0,563,28,1.14,1.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.31,0.25,0.0,0.0,0.0,0.0,0.0,0.62,0.76,3.71,2.21,0.75,1.14,0.04,-120.15,9.0,22.5,6.58,15.14,5,637,0,698,0,70.0,153,0
152,2,0,563,30,0.63,1.53,0.0,6.67,0.67,0.33,0.0,0.33,0.67,0.0,0.0,0.33,1.0,0.0,0.56,0.32,0.09,0.03,0.0,0.2,0.0,0.0,0.66,0.76,2.37,2.17,0.7,0.57,0.17,-80.02,6.4799999999999995,22.7,4.06,13.17,5,637,1,698,1,70.0,153,0
153,2,0,558,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,24.12,10.0,0.0,3.0,2,591,1,698,2,74.0,185,0
153,3,0,557,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.4,0.4,0.2,0.0,0.0,-3.0,6.12,0.0,0.8,2.4,2,591,0,697,0,74.0,185,0
154,9,0,569,17,1.65,5.82,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.51,0.0,0.82,0.0,0.0,0.0,0.0,1.02,1.06,10.47,7.47,0.29,1.12,2.12,-105.53,14.76,90.60000000000001,8.12,25.29,3,587,0,698,0,78.0,200,0
154,10,0,569,24,2.17,5.67,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.6,0.0,0.83,0.0,0.0,0.0,0.0,1.2,1.26,11.25,7.83,0.79,0.88,1.46,-157.79000000000002,14.040000000000001,80.0,12.34,28.83,3,587,0,698,0,78.0,200,0
155,1,0,558,1,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,2,638,1,698,3,70.0,193,0
156,9,0,557,34,0.15,1.18,0.0,6.33,0.67,0.0,0.33,0.33,0.33,0.33,0.0,0.67,0.67,0.0,0.64,0.27,0.25,0.0,0.0,0.17,0.0,0.0,0.62,0.7,1.56,1.32,1.74,0.47,0.03,-76.88,5.3999999999999995,16.8,4.12,10.32,1,586,1,697,1,64.0,154,0
156,10,0,559,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,-3.0,0.0,15.0,3.0,10.0,1,586,1,697,1,64.0,154,0
157,10,0,560,29,0.93,1.97,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.41,0.38,0.0,1.0,0.0,0.0,0.0,0.94,1.02,5.0,2.9,0.52,0.28,0.17,-98.13,15.84,24.1,4.42,11.24,2,639,1,697,1,75.0,191,0
158,1,0,553,21,0.19,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.33,0.35,0.0,0.0,0.0,0.0,0.0,0.96,1.36,2.95,0.86,0.81,0.19,0.0,-32.19,10.080000000000002,8.6,2.66,10.57,1,638,0,697,0,68.0,126,0
159,1,0,568,25,0.32,0.64,0.0,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.27,0.0,0.0,0.75,0.67,0.0,0.0,0.54,0.68,1.6,0.96,0.24,0.28,0.24,-50.68,7.56,11.6,1.84,7.48,2,591,1,697,2,75.0,170,0
159,2,0,557,30,0.77,1.07,0.0,3.6,0.8,0.4,0.0,0.4,0.2,0.0,0.0,0.2,0.4,0.0,0.86,0.39,0.0,0.33,1.0,0.12,0.0,0.0,0.78,0.9,4.27,1.83,0.6,0.33,0.2,-106.77,11.52,16.0,4.14,13.43,2,591,1,697,2,75.0,170,0
