,year,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,GP,min,attend,count,tmID_ATL,tmID_CHA,tmID_CHI,tmID_CLE,tmID_CON,tmID_DET,tmID_HOU,tmID_IND,tmID_LAS,tmID_MIA,tmID_MIN,tmID_NYL,tmID_ORL,tmID_PHO,tmID_POR,tmID_SAC,tmID_SAS,tmID_SEA,tmID_UTA,tmID_WAS
94,7,962,2195,540,726,111,377,350,852,1202,610,679,296,534,129,2575,873,2184,534,721,196,570,336,746,1082,565,636,284,556,128,2476,0,0,0,0,0,0,34,6825,141282,22.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
95,7,945,2211,485,681,148,419,340,804,1144,491,654,193,530,113,2523,1004,2314,548,719,179,542,372,832,1204,625,633,308,438,124,2735,0,0,0,0,0,0,34,6825,109522,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
96,7,822,2069,512,650,216,645,285,736,1021,475,674,252,576,112,2372,966,2153,553,722,171,461,341,832,1173,508,668,270,485,134,2656,0,0,0,0,0,0,34,6875,155048,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
97,7,1079,2434,537,684,265,722,334,811,1145,640,741,275,442,127,2960,1023,2360,630,852,203,618,408,875,1283,578,669,231,537,126,2879,0,0,0,0,0,0,34,6900,126801,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
98,7,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,0,0,0,0,0,0,34,6875,147739,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
99,7,915,2255,504,672,189,556,354,814,1168,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,1237,560,641,254,480,129,2603,0,0,0,0,0,0,34,6800,125749,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,7,961,2124,562,712,160,475,327,821,1148,514,682,232,570,127,2644,940,2218,531,707,164,484,322,709,1031,520,683,297,485,115,2575,0,0,0,0,0,0,34,6800,145664,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
101,7,1016,2199,528,715,187,522,330,770,1100,576,784,306,541,113,2747,909,2102,635,851,204,553,321,720,1041,583,687,252,573,89,2657,0,0,0,0,0,0,34,6850,133255,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
102,8,925,2277,489,723,186,544,383,782,1165,597,634,262,510,112,2525,963,2243,501,642,184,481,379,846,1225,584,683,242,566,138,2611,0,0,0,0,0,0,34,6972,66557,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,8,1001,2327,478,615,195,572,354,868,1222,619,641,272,540,156,2675,976,2317,475,626,166,485,337,842,1179,581,633,246,524,85,2593,0,0,0,0,0,0,34,6925,135490,4.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,8,972,2261,595,785,158,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,0,0,0,0,0,0,34,6850,165738,11.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,8,915,2149,554,721,126,365,374,770,1144,558,655,289,633,109,2510,924,2190,578,719,202,581,342,721,1063,588,677,310,568,160,2628,0,0,0,0,0,0,34,6800,138816,17.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
106,8,907,2167,478,617,188,546,341,812,1153,511,646,308,589,136,2480,881,2192,450,608,158,483,369,795,1164,475,663,280,610,114,2370,0,0,0,0,0,0,34,6875,133915,11.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
107,8,940,2305,493,627,160,456,356,783,1139,554,732,245,571,107,2533,954,2212,609,800,191,537,343,836,1179,616,605,290,550,137,2708,0,0,0,0,0,0,34,6900,147810,22.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
108,8,971,2355,531,674,163,496,397,785,1182,596,713,238,561,95,2636,988,2195,614,785,162,461,318,800,1118,565,645,279,529,147,2752,0,0,0,0,0,0,34,6875,121019,8.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
109,8,870,2087,430,580,243,653,287,788,1075,500,618,289,612,109,2413,920,2223,471,619,190,589,378,837,1215,509,608,321,562,115,2501,0,0,0,0,0,0,34,6850,147866,5.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
110,8,1063,2419,616,754,283,802,279,873,1152,683,658,285,486,159,3025,1022,2526,570,716,290,762,445,945,1390,628,684,244,595,109,2904,0,0,0,0,0,0,34,6850,131524,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
111,8,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,0,0,0,0,0,0,34,6950,142575,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
112,8,923,2176,464,577,207,566,323,764,1087,567,653,283,558,130,2517,904,2139,529,688,147,454,361,776,1137,516,619,257,583,137,2484,0,0,0,0,0,0,34,6875,128680,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
113,8,964,2210,582,715,224,639,344,820,1164,533,620,242,533,151,2734,987,2321,478,586,195,528,333,761,1094,591,642,272,495,112,2647,0,0,0,0,0,0,34,6825,135553,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
114,8,877,2170,668,839,163,528,335,783,1118,472,763,282,571,133,2585,924,2216,616,801,175,520,383,825,1208,549,762,256,579,103,2639,0,0,0,0,0,0,34,6900,133255,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
